show_id,date_added,release_year
s2365,"June 18, 2020",2020
s2366,"June 18, 2020",1979
s2367,"June 18, 2020",1989
s2368,"June 18, 2020",1982
s2369,"June 18, 2020",1958
s2370,"June 18, 2020",1956
s2371,"June 18, 2020",2020
s2372,"June 18, 2020",2019
s2373,"June 18, 2020",2020
s2374,"June 18, 2020",1963
s2375,"June 18, 2020",2010
s2376,"June 18, 2020",1954
s2377,"June 18, 2020",1970
s2378,"June 18, 2020",2014
s2379,"June 18, 2020",2020
s2380,"June 17, 2020",2018
s2381,"June 17, 2020",2020
s2382,"June 16, 2020",2012
s2383,"June 16, 2020",2016
s2384,"June 15, 2020",2015
s2385,"June 15, 2020",2019
s2386,"June 15, 2020",2013
s2387,"June 15, 2020",2019
s2388,"June 13, 2020",2019
s2389,"June 13, 2020",2020
s2390,"June 13, 2020",2020
s2391,"June 13, 2020",2020
s2392,"June 13, 2020",2020
s2393,"June 12, 2020",2020
s2394,"June 12, 2020",2020
s2395,"June 12, 2020",2020
s2396,"June 12, 2020",2020
s2397,"June 12, 2020",2020
s2398,"June 12, 2020",2020
s2399,"June 12, 2020",2018
s2400,"June 12, 2020",2002
s2401,"June 12, 2020",2020
s2402,"June 12, 2020",2020
s2403,"June 11, 2020",2014
s2404,"June 11, 2020",2008
s2405,"June 10, 2020",2020
s2406,"June 10, 2020",2020
s2407,"June 10, 2020",2020
s2408,"June 10, 2020",2009
s2409,"June 10, 2020",2018
s2410,"June 10, 2020",2020
s2411,"June 10, 2020",2018
s2412,"June 8, 2020",2017
s2413,"June 7, 2020",2020
s2414,"June 7, 2020",2020
s2415,"June 7, 2020",2018
s2416,"June 6, 2020",2018
s2417,"June 6, 2020",2020
s2418,"June 5, 2020",2020
s2419,"June 5, 2020",2016
s2420,"June 5, 2020",2014
s2421,"June 5, 2020",2020
s2422,"June 5, 2020",2019
s2423,"June 5, 2020",2020
s2424,"June 5, 2020",2019
s2425,"June 5, 2020",2020
s2426,"June 5, 2020",2010
s2427,"June 4, 2020",2020
s2428,"June 4, 2020",2017
s2429,"June 4, 2020",2017
s2430,"June 3, 2020",2007
s2431,"June 3, 2020",2017
s2432,"June 3, 2020",2020
s2433,"June 2, 2020",2019
s2434,"June 2, 2020",2008
s2435,"June 2, 2020",2006
s2436,"June 2, 2020",2006
s2437,"June 2, 2020",2009
s2438,"June 2, 2020",2012
s2439,"June 2, 2020",2008
s2440,"June 2, 2020",2004
s2441,"June 2, 2020",2020
s2442,"June 2, 2020",2006
s2443,"June 2, 2020",2011
s2444,"June 1, 2020",2019
s2445,"June 1, 2020",1999
s2446,"June 1, 2020",2020
s2447,"June 1, 2020",2017
s2448,"June 1, 2020",2016
s2449,"June 1, 2020",2019
s2450,"June 1, 2020",2018
s2451,"June 1, 2020",2014
s2452,"June 1, 2020",2018
s2453,"June 1, 2020",2017
s2454,"June 1, 2020",2017
s2455,"June 1, 2020",2017
s2456,"June 1, 2020",2016
s2457,"May 31, 2020",2019
s2458,"May 29, 2020",2018
s2459,"May 29, 2020",2020
s2460,"May 29, 2020",2020
s2461,"May 29, 2020",1999
s2462,"May 28, 2020",2018
s2463,"May 28, 2020",2020
s2464,"May 28, 2020",2014
s2465,"May 28, 2020",2015
s2466,"May 28, 2020",2020
s2467,"May 28, 2020",2016
s2468,"May 27, 2020",2019
s2469,"May 26, 2020",2020
s2470,"May 25, 2020",2019
s2471,"May 25, 2020",2019
s2472,"May 25, 2020",2019
s2473,"May 24, 2020",2020
s2474,"May 23, 2020",2019
s2475,"May 23, 2020",2020
s2476,"May 23, 2020",2020
s2477,"May 22, 2020",2020
s2478,"May 22, 2020",2019
s2479,"May 22, 2020",2018
s2480,"May 22, 2020",2020
s2481,"May 22, 2020",2020
s2482,"May 21, 2020",2018
s2483,"May 21, 2020",1981
s2484,"May 21, 2020",1996
s2485,"May 21, 2020",1982
s2486,"May 21, 2020",2019
s2487,"May 21, 2020",2020
s2488,"May 21, 2020",1979
s2489,"May 21, 2020",1984
s2490,"May 21, 2020",1985
s2491,"May 21, 2020",1981
s2492,"May 21, 2020",1973
s2493,"May 21, 2020",1976
s2494,"May 20, 2020",2010
s2495,"May 20, 2020",2020
s2496,"May 20, 2020",2020
s2497,"May 20, 2020",2014
s2498,"May 20, 2020",2010
s2499,"May 20, 2020",2020
s2500,"May 20, 2020",2020
s2501,"May 20, 2020",2020
s2502,"May 19, 2020",2006
s2503,"May 19, 2020",2009
s2504,"May 19, 2020",2012
s2505,"May 19, 2020",2007
s2506,"May 19, 2020",2008
s2507,"May 19, 2020",2009
s2508,"May 19, 2020",2020
s2509,"May 19, 2020",2020
s2510,"May 19, 2020",2006
s2511,"May 19, 2020",2004
s2512,"May 19, 2020",2012
s2513,"May 19, 2020",2005
s2514,"May 18, 2020",2019
s2515,"May 18, 2020",2020
s2516,"May 17, 2020",2020
s2517,"May 17, 2020",2019
s2518,"May 16, 2020",2009
s2519,"May 16, 2020",2009
s2520,"May 15, 2020",2007
s2521,"May 15, 2020",2017
s2522,"May 15, 2020",2019
s2523,"May 15, 2020",2020
s2524,"May 15, 2020",2019
s2525,"May 15, 2020",2020
s2526,"May 15, 2020",2014
s2527,"May 15, 2020",2020
s2528,"May 15, 2020",2020
s2529,"May 15, 2020",2019
s2530,"May 15, 2020",2015
s2531,"May 15, 2020",2020
s2532,"May 14, 2020",2018
s2533,"May 14, 2020",2019
s2534,"May 14, 2020",2018
s2535,"May 14, 2020",2020
s2536,"May 14, 2020",2017
s2537,"May 14, 2020",2018
s2538,"May 14, 2020",2018
s2539,"May 14, 2020",2018
s2540,"May 13, 2020",2012
s2541,"May 13, 2020",2020
s2542,"May 12, 2020",2019
s2543,"May 12, 2020",2020
s2544,"May 12, 2020",2020
s2545,"May 11, 2020",2010
s2546,"May 11, 2020",1994
s2547,"May 11, 2020",2019
s2548,"May 11, 2020",2020
s2549,"May 11, 2020",2020
s2550,"May 9, 2020",2020
s2551,"May 8, 2020",2020
s2552,"May 8, 2020",2020
s2553,"May 8, 2020",2020
s2554,"May 8, 2020",2020
s2555,"May 8, 2020",2020
s2556,"May 7, 2020",2016
s2557,"May 7, 2020",2019
s2558,"May 7, 2020",2020
s2559,"May 7, 2020",2018
s2560,"May 6, 2020",2020
s2561,"May 6, 2020",2020
s2562,"May 5, 2020",2020
s2563,"May 4, 2020",2019
s2564,"May 4, 2020",2020
s2565,"May 3, 2020",2019
s2566,"May 2, 2020",2020
s2567,"May 2, 2020",2019
s2568,"May 2, 2020",2020
s2569,"May 2, 2020",2015
s2570,"May 2, 2020",2020
s2571,"May 2, 2020",2019
s2572,"May 2, 2020",2013
s2573,"May 2, 2020",2020
s2574,"May 2, 2020",2020
s2575,"May 2, 2020",2015
s2576,"May 2, 2020",2009
s2577,"May 1, 2020",2020
s2578,"May 1, 2020",2018
s2579,"May 1, 2020",2019
s2580,"May 1, 2020",2020
s2581,"May 1, 2020",2020
s2582,"May 1, 2020",2013
s2583,"May 1, 2020",2008
s2584,"May 1, 2020",2019
s2585,"May 1, 2020",2012
s2586,"May 1, 2020",2019
s2587,"May 1, 2020",2014
s2588,"May 1, 2020",2020
s2589,"May 1, 2020",2020
s2590,"May 1, 2020",2020
s2591,"May 1, 2020",2019
s2592,"May 1, 2020",2020
s2593,"May 1, 2020",2007
s2594,"May 1, 2020",2020
s2595,"May 1, 2020",2020
s2596,"May 1, 2020",2020
s2597,"May 1, 2020",2003
s2598,"April 30, 2020",2020
s2599,"April 30, 2020",2020
s2600,"April 30, 2020",2019
s2601,"April 30, 2020",2019
s2602,"April 30, 2020",2020
s2603,"April 30, 2020",2020
s2604,"April 30, 2020",2020
s2605,"April 29, 2020",2020
s2606,"April 29, 2020",2016
s2607,"April 29, 2020",2020
s2608,"April 29, 2020",2019
s2609,"April 29, 2020",2020
s2610,"April 29, 2020",2020
s2611,"April 29, 2020",2019
s2612,"April 29, 2020",2017
s2613,"April 28, 2020",2006
s2614,"April 28, 2020",2016
s2615,"April 28, 2020",2008
s2616,"April 28, 2020",2011
s2617,"April 28, 2020",2016
s2618,"April 28, 2020",2017
s2619,"April 28, 2020",2016
s2620,"April 28, 2020",2010
s2621,"April 28, 2020",2009
s2622,"April 28, 2020",2005
s2623,"April 28, 2020",2019
s2624,"April 28, 2020",2012
s2625,"April 27, 2020",2019
s2626,"April 27, 2020",2020
s2627,"April 27, 2020",2020
s2628,"April 26, 2020",2020
s2629,"April 26, 2020",2020
s2630,"April 25, 2020",2020
s2631,"April 25, 2020",2010
s2632,"April 25, 2020",2017
s2633,"April 25, 2020",2005
s2634,"April 25, 2020",2006
s2635,"April 25, 2020",2011
s2636,"April 25, 2020",2010
s2637,"April 25, 2020",2009
s2638,"April 25, 2020",2008
s2639,"April 25, 2020",2009
s2640,"April 25, 2020",2019
s2641,"April 24, 2020",2020
s2642,"April 24, 2020",2011
s2643,"April 24, 2020",2019
s2644,"April 24, 2020",2020
s2645,"April 24, 2020",2020
s2646,"April 23, 2020",2020
s2647,"April 23, 2020",2016
s2648,"April 23, 2020",2019
s2649,"April 23, 2020",2020
s2650,"April 23, 2020",2019
s2651,"April 23, 2020",2020
s2652,"April 22, 2020",2020
s2653,"April 22, 2020",2020
s2654,"April 22, 2020",2018
s2655,"April 22, 2020",2019
s2656,"April 22, 2020",2019
s2657,"April 22, 2020",2020
s2658,"April 22, 2020",2020
s2659,"April 21, 2020",2006
s2660,"April 21, 2020",2020
s2661,"April 21, 2020",2018
s2662,"April 20, 2020",2020
s2663,"April 20, 2020",2020
s2664,"April 20, 2020",2020
s2665,"April 18, 2020",2019
s2666,"April 18, 2020",2020
s2667,"April 17, 2020",2020
s2668,"April 17, 2020",2018
s2669,"April 17, 2020",2020
s2670,"April 17, 2020",2020
s2671,"April 17, 2020",2020
s2672,"April 17, 2020",2020
s2673,"April 17, 2020",2020
s2674,"April 17, 2020",2019
s2675,"April 16, 2020",2019
s2676,"April 16, 2020",2020
s2677,"April 16, 2020",2020
s2678,"April 16, 2020",2016
s2679,"April 16, 2020",2015
s2680,"April 16, 2020",2020
s2681,"April 16, 2020",2015
s2682,"April 16, 2020",2019
s2683,"April 15, 2020",2018
s2684,"April 15, 2020",2019
s2685,"April 15, 2020",2020
s2686,"April 15, 2020",2020
s2687,"April 14, 2020",2020
s2688,"April 14, 2020",2018
s2689,"April 13, 2020",2018
s2690,"April 13, 2020",2019
s2691,"April 11, 2020",2019
s2692,"April 10, 2020",2020
s2693,"April 10, 2020",2020
s2694,"April 10, 2020",2020
s2695,"April 10, 2020",2019
s2696,"April 10, 2020",2020
s2697,"April 10, 2020",2019
s2698,"April 10, 2020",2020
s2699,"April 9, 2020",2019
s2700,"April 9, 2020",2020
s2701,"April 8, 2020",2019
s2702,"April 8, 2020",2010
s2703,"April 7, 2020",2017
s2704,"April 6, 2020",2019
s2705,"April 6, 2020",2017
s2706,"April 5, 2020",2019
s2707,"April 5, 2020",2017
s2708,"April 4, 2020",2019
s2709,"April 4, 2020",2013
s2710,"April 3, 2020",2020
s2711,"April 3, 2020",2019
s2712,"April 3, 2020",2020
s2713,"April 3, 2020",2017
s2714,"April 2, 2020",2020
s2715,"April 2, 2020",2019
s2716,"April 1, 2020",1990
s2717,"April 1, 2020",2015
s2718,"April 1, 2020",2012
s2719,"April 1, 2020",2015
s2720,"April 1, 2020",2020
s2721,"April 1, 2020",2008
s2722,"April 1, 2020",1984
s2723,"April 1, 2020",1998
s2724,"April 1, 2020",1980
s2725,"April 1, 2020",2013
s2726,"April 1, 2020",1993
s2727,"April 1, 2020",2014
s2728,"April 1, 2020",2020
s2729,"April 1, 2020",2014
s2730,"April 1, 2020",2005
s2731,"April 1, 2020",2006
s2732,"April 1, 2020",2001
s2733,"April 1, 2020",2003
s2734,"April 1, 2020",2016
s2735,"April 1, 2020",1998
s2736,"April 1, 2020",2015
s2737,"April 1, 2020",2020
s2738,"April 1, 2020",2014
s2739,"April 1, 2020",1987
s2740,"April 1, 2020",2019
s2741,"April 1, 2020",1986
s2742,"April 1, 2020",2020
s2743,"April 1, 2020",2020
s2744,"April 1, 2020",2020
s2745,"April 1, 2020",2017
s2746,"April 1, 2020",2010
s2747,"April 1, 2020",2020
s2748,"April 1, 2020",2014
s2749,"April 1, 2020",2020
s2750,"April 1, 2020",2018
s2751,"March 31, 2020",2020
s2752,"March 31, 2020",2019
s2753,"March 31, 2020",2019
s2754,"March 31, 2020",2020
s2755,"March 31, 2020",2016
s2756,"March 31, 2020",2017
s2757,"March 31, 2020",2019
s2758,"March 31, 2020",2018
s2759,"March 31, 2020",2019
s2760,"March 31, 2020",2019
s2761,"March 29, 2020",2020
s2762,"March 29, 2020",2020
s2763,"March 28, 2020",2019
s2764,"March 27, 2020",2020
s2765,"March 27, 2020",2019
s2766,"March 27, 2020",2019
s2767,"March 27, 2020",2020
s2768,"March 27, 2020",2020
s2769,"March 27, 2020",2020
s2770,"March 27, 2020",2019
s2771,"March 27, 2020",2020
s2772,"March 27, 2020",2020
s2773,"March 27, 2020",2020
s2774,"March 27, 2020",2019
s2775,"March 26, 2020",2020
s2776,"March 26, 2020",2019
s2777,"March 26, 2020",2020
s2778,"March 26, 2020",2020
s2779,"March 25, 2020",2019
s2780,"March 25, 2020",2020
s2781,"March 25, 2020",2018
s2782,"March 25, 2020",2020
s2783,"March 24, 2020",2020
s2784,"March 23, 2020",2020
s2785,"March 22, 2020",2020
s2786,"March 21, 2020",2020
s2787,"March 20, 2020",2020
s2788,"March 20, 2020",2020
s2789,"March 20, 2020",2020
s2790,"March 20, 2020",2017
s2791,"March 20, 2020",2020
s2792,"March 20, 2020",2020
s2793,"March 20, 2020",2020
s2794,"March 20, 2020",2020
s2795,"March 20, 2020",2020
s2796,"March 20, 2020",2020
s2797,"March 20, 2020",2020
s2798,"March 20, 2020",2020
s2799,"March 19, 2020",2019
s2800,"March 19, 2020",2020
s2801,"March 19, 2020",2020
s2802,"March 18, 2020",2017
s2803,"March 18, 2020",2020
s2804,"March 18, 2020",2017
s2805,"March 18, 2020",2019
s2806,"March 18, 2020",2016
s2807,"March 17, 2020",2020
s2808,"March 17, 2020",2020
s2809,"March 17, 2020",2018
s2810,"March 16, 2020",2014
s2811,"March 15, 2020",2019
s2812,"March 15, 2020",2019
s2813,"March 15, 2020",2019
s2814,"March 15, 2020",2019
s2815,"March 15, 2020",2019
s2816,"March 14, 2020",2020
s2817,"March 13, 2020",2020
s2818,"March 13, 2020",2018
s2819,"March 13, 2020",2020
s2820,"March 13, 2020",2020
s2821,"March 13, 2020",2019
s2822,"March 13, 2020",2020
s2823,"March 13, 2020",2020
s2824,"March 13, 2020",2019
s2825,"March 13, 2020",2020
s2826,"March 11, 2020",2020
s2827,"March 11, 2020",2020
s2828,"March 11, 2020",2020
s2829,"March 10, 2020",2020
s2830,"March 10, 2020",2020
s2831,"March 8, 2020",2020
s2832,"March 6, 2020",2017
s2833,"March 6, 2020",2017
s2834,"March 6, 2020",2020
s2835,"March 6, 2020",2019
s2836,"March 6, 2020",2019
s2837,"March 6, 2020",2020
s2838,"March 6, 2020",2020
s2839,"March 6, 2020",2020
s2840,"March 5, 2020",2016
s2841,"March 5, 2020",2020
s2842,"March 5, 2020",2020
s2843,"March 5, 2020",2019
s2844,"March 4, 2020",2010
s2845,"March 4, 2020",2019
s2846,"March 4, 2020",2005
s2847,"March 4, 2020",2016
s2848,"March 3, 2020",2018
s2849,"March 3, 2020",2019
s2850,"March 3, 2020",2020
s2851,"March 3, 2020",2019
s2852,"March 3, 2020",2019
s2853,"March 3, 2020",2011
s2854,"March 2, 2020",2020
s2855,"March 1, 2020",2014
s2856,"March 1, 2020",2020
s2857,"March 1, 2020",2019
s2858,"March 1, 2020",2020
s2859,"March 1, 2020",2019
s2860,"March 1, 2020",2016
s2861,"March 1, 2020",2011
s2862,"March 1, 2020",2016
s2863,"March 1, 2020",2017
s2864,"March 1, 2020",2007
s2865,"March 1, 2020",2020
s2866,"March 1, 2020",2018
s2867,"March 1, 2020",2019
s2868,"February 28, 2020",2020
s2869,"February 28, 2020",2019
s2870,"February 28, 2020",2019
s2871,"February 28, 2020",2020
s2872,"February 28, 2020",2019
s2873,"February 28, 2020",2020
s2874,"February 27, 2020",2020
s2875,"February 27, 2020",2020
s2876,"February 27, 2020",2020
s2877,"February 27, 2020",2019
s2878,"February 27, 2020",2020
s2879,"February 26, 2020",2016
s2880,"February 26, 2020",2015
s2881,"February 26, 2020",2020
s2882,"February 26, 2020",2015
s2883,"February 26, 2020",2016
s2884,"February 26, 2020",2020
s2885,"February 26, 2020",2015
s2886,"February 26, 2020",2014
s2887,"February 25, 2020",2020
s2888,"February 23, 2020",2019
s2889,"February 23, 2020",2020
s2890,"February 22, 2020",2019
s2891,"February 22, 2020",2018
s2892,"February 21, 2020",2020
s2893,"February 21, 2020",2020
s2894,"February 21, 2020",2020
s2895,"February 21, 2020",2020
s2896,"February 21, 2020",2020
s2897,"February 21, 2020",2019
s2898,"February 21, 2020",2020
s2899,"February 21, 2020",2020
s2900,"February 20, 2020",2012
s2901,"February 20, 2020",2020
s2902,"February 20, 2020",2018
s2903,"February 17, 2020",2008
s2904,"February 16, 2020",2015
s2905,"February 16, 2020",2019
s2906,"February 16, 2020",2015
s2907,"February 16, 2020",2017
s2908,"February 16, 2020",2016
s2909,"February 16, 2020",2016
s2910,"February 15, 2020",2017
s2911,"February 15, 2020",2017
s2912,"February 14, 2020",2019
s2913,"February 14, 2020",2019
s2914,"February 14, 2020",2017
s2915,"February 14, 2020",2020
s2916,"February 14, 2020",2010
s2917,"February 14, 2020",2019
s2918,"February 14, 2020",2020
s2919,"February 14, 2020",2018
s2920,"February 13, 2020",2019
s2921,"February 13, 2020",2021
s2922,"February 13, 2020",2020
s2923,"February 13, 2020",2019
s2924,"February 13, 2020",2019
s2925,"February 12, 2020",2015
s2926,"February 12, 2020",2020
s2927,"February 12, 2020",2018
s2928,"February 11, 2020",2020
s2929,"February 11, 2020",2017
s2930,"February 11, 2020",2020
s2931,"February 10, 2020",2019
s2932,"February 9, 2020",2018
s2933,"February 9, 2020",2018
s2934,"February 9, 2020",2019
s2935,"February 8, 2020",2019
s2936,"February 8, 2020",2019
s2937,"February 7, 2020",2018
s2938,"February 7, 2020",2020
s2939,"February 7, 2020",2018
s2940,"February 7, 2020",2020
s2941,"February 7, 2020",2019
s2942,"February 7, 2020",2020
s2943,"February 7, 2020",2020
s2944,"February 7, 2020",2017
s2945,"February 7, 2020",2020
s2946,"February 6, 2020",2020
s2947,"February 6, 2020",2014
s2948,"February 5, 2020",2019
s2949,"February 5, 2020",2020
s2950,"February 5, 2020",2020
s2951,"February 4, 2020",2020
s2952,"February 4, 2020",2019
s2953,"February 4, 2020",2020
s2954,"February 3, 2020",2020
s2955,"February 3, 2020",2019
s2956,"February 3, 2020",2020
s2957,"February 1, 2020",2016
s2958,"February 1, 2020",1994
s2959,"February 1, 2020",2015
s2960,"February 1, 2020",2020
s2961,"February 1, 2020",2017
s2962,"February 1, 2020",2018
s2963,"February 1, 2020",2019
s2964,"February 1, 2020",2019
s2965,"February 1, 2020",2020
s2966,"February 1, 2020",2014
s2967,"February 1, 2020",2018
s2968,"February 1, 2020",2014
s2969,"February 1, 2020",2019
s2970,"February 1, 2020",1999
s2971,"January 31, 2020",2020
s2972,"January 31, 2020",2020
s2973,"January 31, 2020",2016
s2974,"January 31, 2020",2017
s2975,"January 31, 2020",2020
s2976,"January 31, 2020",2020
s2977,"January 31, 2020",2020
s2978,"January 30, 2020",2019
s2979,"January 30, 2020",2009
s2980,"January 30, 2020",2020
s2981,"January 30, 2020",2020
s2982,"January 29, 2020",2018
s2983,"January 29, 2020",2020
s2984,"January 29, 2020",2020
s2985,"January 29, 2020",2020
s2986,"January 27, 2020",2020
s2987,"January 26, 2020",2019
s2988,"January 26, 2020",2020
s2989,"January 25, 2020",2017
s2990,"January 24, 2020",2019
s2991,"January 24, 2020",2015
s2992,"January 24, 2020",2020
s2993,"January 24, 2020",2017
s2994,"January 24, 2020",2020
s2995,"January 24, 2020",2020
s2996,"January 23, 2020",2020
s2997,"January 23, 2020",2020
s2998,"January 23, 2020",2020
s2999,"January 23, 2020",2020
s3000,"January 23, 2020",2020
s3001,"January 22, 2020",2020
s3002,"January 22, 2020",2019
s3003,"January 22, 2020",2004
s3004,"January 21, 2020",2020
s3005,"January 21, 2020",2019
s3006,"January 20, 2020",2011
s3007,"January 20, 2020",2019
s3008,"January 20, 2020",2020
s3009,"January 18, 2020",2013
s3010,"January 17, 2020",2020
s3011,"January 17, 2020",2020
s3012,"January 17, 2020",2020
s3013,"January 17, 2020",2020
s3014,"January 17, 2020",2019
s3015,"January 16, 2020",2019
s3016,"January 16, 2020",2020
s3017,"January 16, 2020",2011
s3018,"January 16, 2020",2019
s3019,"January 16, 2020",2015
s3020,"January 16, 2020",2019
s3021,"January 16, 2020",2008
s3022,"January 16, 2020",2015
s3023,"January 15, 2020",2018
s3024,"January 15, 2020",2019
s3025,"January 15, 2020",2020
s3026,"January 15, 2020",2017
s3027,"January 15, 2020",2019
s3028,"January 14, 2020",2020
s3029,"January 14, 2020",2018
s3030,"January 14, 2020",2019
s3031,"January 13, 2020",2020
s3032,"January 12, 2020",2018
s3033,"January 12, 2020",2019
s3034,"January 10, 2020",2020
s3035,"January 10, 2020",2019
s3036,"January 10, 2020",2020
s3037,"January 10, 2020",2020
s3038,"January 10, 2020",2020
s3039,"January 10, 2020",2014
s3040,"January 10, 2020",2020
s3041,"January 10, 2020",2020
s3042,"January 9, 2020",2020
s3043,"January 8, 2020",2020
s3044,"January 7, 2020",2017
s3045,"January 7, 2020",2020
s3046,"January 4, 2020",2020
s3047,"January 3, 2020",2020
s3048,"January 3, 2020",2019
s3049,"January 2, 2020",2017
s3050,"January 2, 2020",2020
s3051,"January 2, 2020",2019
s3052,"January 1, 2020",2018
s3053,"January 1, 2020",2017
s3054,"January 1, 2020",2018
s3055,"January 1, 2020",2014
s3056,"January 1, 2020",2018
s3057,"January 1, 2020",2019
s3058,"January 1, 2020",2007
s3059,"January 1, 2020",2008
s3060,"January 1, 2020",2009
s3061,"January 1, 2020",2020
s3062,"January 1, 2020",2015
s3063,"January 1, 2020",2001
s3064,"January 1, 2020",2017
s3065,"January 1, 2020",2019
s3066,"January 1, 2020",2020
s3067,"January 1, 2020",2017
s3068,"January 1, 2020",2020
s3069,"January 1, 2020",2006
s3070,"January 1, 2020",2018
s3071,"January 1, 2020",2017
s3072,"January 1, 2020",2015
s3073,"January 1, 2020",2015
s3074,"January 1, 2020",2009
s3075,"January 1, 2020",2017
s3076,"January 1, 2020",2020
s3077,"January 1, 2020",2017
s3078,"December 31, 2019",2019
s3079,"December 31, 2019",2019
s3080,"December 31, 2019",2019
s3081,"December 31, 2019",2019
s3082,"December 31, 2019",2019
s3083,"December 31, 2019",2019
s3084,"December 31, 2019",2018
s3085,"December 31, 2019",2016
s3086,"December 31, 2019",2018
s3087,"December 31, 2019",2019
s3088,"December 31, 2019",2019
s3089,"December 30, 2019",2019
s3090,"December 28, 2019",2019
s3091,"December 27, 2019",2013
s3092,"December 27, 2019",2018
s3093,"December 27, 2019",2019
s3094,"December 27, 2019",2018
s3095,"December 26, 2019",2019
s3096,"December 26, 2019",2019
s3097,"December 26, 2019",2019
s3098,"December 25, 2019",2019
s3099,"December 25, 2019",2017
s3100,"December 25, 2019",2019
s3101,"December 25, 2019",2019
s3102,"December 25, 2019",2017
s3103,"December 25, 2019",2019
s3104,"December 24, 2019",2019
s3105,"December 24, 2019",2019
s3106,"December 24, 2019",2019
s3107,"December 24, 2019",2019
s3108,"December 22, 2019",2019
s3109,"December 22, 2019",2012
s3110,"December 21, 2019",2019
s3111,"December 21, 2019",2017
s3112,"December 20, 2019",2019
s3113,"December 20, 2019",2014
s3114,"December 20, 2019",2018
s3115,"December 20, 2019",2015
s3116,"December 20, 2019",2015
s3117,"December 20, 2019",2019
s3118,"December 20, 2019",2019
s3119,"December 19, 2019",2019
s3120,"December 19, 2019",2019
s3121,"December 19, 2019",2019
s3122,"December 18, 2019",2019
s3123,"December 18, 2019",2019
s3124,"December 17, 2019",2019
s3125,"December 16, 2019",2018
s3126,"December 16, 2019",2015
s3127,"December 15, 2019",2015
s3128,"December 15, 2019",2016
s3129,"December 15, 2019",2015
s3130,"December 15, 2019",2019
s3131,"December 15, 2019",2018
s3132,"December 15, 2019",2001
s3133,"December 15, 2019",2015
s3134,"December 15, 2019",2006
s3135,"December 15, 2019",2011
s3136,"December 15, 2019",2013
s3137,"December 15, 2019",2011
s3138,"December 15, 2019",2012
s3139,"December 15, 2019",2019
s3140,"December 15, 2019",2007
s3141,"December 15, 2019",2017
s3142,"December 15, 2019",2010
s3143,"December 15, 2019",2004
s3144,"December 15, 2019",2009
s3145,"December 15, 2019",2017
s3146,"December 15, 2019",2008
s3147,"December 15, 2019",2012
s3148,"December 15, 2019",2012
s3149,"December 15, 2019",2005
s3150,"December 15, 2019",2011
s3151,"December 13, 2019",2019
s3152,"December 13, 2019",2016
s3153,"December 13, 2019",2017
s3154,"December 13, 2019",2016
s3155,"December 13, 2019",2018
s3156,"December 13, 2019",2019
s3157,"December 13, 2019",2018
s3158,"December 12, 2019",2019
s3159,"December 11, 2019",2019
s3160,"December 10, 2019",2017
s3161,"December 10, 2019",2019
s3162,"December 9, 2019",2019
s3163,"December 9, 2019",2017
s3164,"December 8, 2019",2019
s3165,"December 7, 2019",2019
s3166,"December 6, 2019",2019
s3167,"December 6, 2019",2017
s3168,"December 6, 2019",2017
s3169,"December 6, 2019",2020
s3170,"December 6, 2019",2019
s3171,"December 6, 2019",2017
s3172,"December 6, 2019",2017
s3173,"December 6, 2019",2019
s3174,"December 6, 2019",2019
s3175,"December 6, 2019",2019
s3176,"December 6, 2019",2019
s3177,"December 6, 2019",2019
s3178,"December 6, 2019",2019
s3179,"December 6, 2019",2016
s3180,"December 6, 2019",2017
s3181,"December 5, 2019",2019
s3182,"December 5, 2019",2019
s3183,"December 5, 2019",2019
s3184,"December 4, 2019",2019
s3185,"December 4, 2019",2019
s3186,"December 4, 2019",2019
s3187,"December 3, 2019",2019
s3188,"December 2, 2019",2018
s3189,"December 1, 2019",2019
s3190,"December 1, 2019",2019
s3191,"December 1, 2019",2014
s3192,"December 1, 2019",2019
s3193,"December 1, 2019",2018
s3194,"December 1, 2019",2019
s3195,"December 1, 2019",2019
s3196,"December 1, 2019",2017
s3197,"December 1, 2019",2016
s3198,"December 1, 2019",2017
s3199,"December 1, 2019",2018
s3200,"December 1, 2019",2016
s3201,"December 1, 2019",2019
s3202,"December 1, 2019",2017
s3203,"December 1, 2019",2019
s3204,"December 1, 2019",2015
s3205,"November 30, 2019",2019
s3206,"November 30, 2019",2019
s3207,"November 30, 2019",2019
s3208,"November 29, 2019",2019
s3209,"November 29, 2019",2019
s3210,"November 29, 2019",2018
s3211,"November 29, 2019",2019
s3212,"November 29, 2019",2016
s3213,"November 29, 2019",2019
s3214,"November 29, 2019",2018
s3215,"November 29, 2019",2018
s3216,"November 29, 2019",2017
s3217,"November 29, 2019",2019
s3218,"November 29, 2019",2018
s3219,"November 28, 2019",2019
s3220,"November 28, 2019",2019
s3221,"November 28, 2019",2019
s3222,"November 28, 2019",2019
s3223,"November 28, 2019",2019
s3224,"November 27, 2019",2008
s3225,"November 27, 2019",2019
s3226,"November 27, 2019",2019
s3227,"November 27, 2019",2019
s3228,"November 27, 2019",2019
s3229,"November 26, 2019",2019
s3230,"November 26, 2019",2019
s3231,"November 26, 2019",2015
s3232,"November 26, 2019",2019
s3233,"November 26, 2019",2019
s3234,"November 25, 2019",2019
s3235,"November 25, 2019",2019
s3236,"November 24, 2019",2017
s3237,"November 23, 2019",2019
s3238,"November 22, 2019",2019
